service,operation,sampleEndpoint,desc,page
작기별 데이터셋 제공서비스,환경 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getEnvInfoDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{itemCode}/{fixPlntngDe}/{crpsnEndDe},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 환경 정보",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
작기별 데이터셋 제공서비스,제어 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getContInfoDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{itemCode}/{fixPlntngDe}/{crpsnEndDe},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 제어 정보",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
작기별 데이터셋 제공서비스,생육 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getExaminInfoDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{fixPlntngDe}/{crpsnEndDe},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 생육 정보",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
작기별 데이터셋 제공서비스,생육조사 표본사진 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getExaminSpotImgDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{examinMastrSn},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 생육조사 표본사진 정보",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
작기별 데이터셋 제공서비스,온라인 컨설팅 결과보고서 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getOnlineCnslResultDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{examinMastrSn},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 온라인 컨설팅 결과보고서 정보",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
작기별 데이터셋 제공서비스,경영 정보(생산량),http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getMngtOutputDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{fixPlntngDe}/{crpsnEndDe},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 경영 정보(생산량)",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
작기별 데이터셋 제공서비스,경영 정보(생산비),http://www.smartfarmkorea.net/Agree_WS/webservices/DataMartYearRestService/getMngtCostDataList/{serviceKey}/{fcltyId}/{crpsnSn}/{fixPlntngDe}/{crpsnEndDe},"시설원예 데이터마트 개방데이터, 농가 작기 기준 조회 - 경영 정보(생산비)",https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M1104030105
노지 빅데이터 제공서비스,아이덴티티 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getIdentityDataList/{serviceKey},노지 실시간 수집데이터 - 아이덴티티 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,작기 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getCroppingSeasonDataList/{serviceKey}/{userId},노지 실시간 수집데이터 - 작기 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,환경 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getEnvDataList/{serviceKey}/{facilityId}/{measDate}/{fldCode}/{sectCode}/{fatrCode}/{itemCode},노지 실시간 수집데이터 - 환경 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(마늘),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getGarlicCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(마늘),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(양파),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getOnionCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(양파),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(블루베리),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getBlueberryCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(블루베리),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(배추),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getCabbageCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(배추),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(대파),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getLeekCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(대파),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(사과),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getAppleCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(사과),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(콩),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getBeanCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(콩),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(복숭아),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getPeachCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(복숭아),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
노지 빅데이터 제공서비스,생육 정보(무),http://www.smartfarmkorea.net/Agree_WS/webservices/OutdoorFarmRest/getRadishCultivateDataList/{serviceKey}/{userId}/{croppingSerlNo}/{startDate}/{endDate},노지 실시간 수집데이터 - 생육 정보(무),https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040302
축산 빅데이터 제공서비스,낙농 분석용 데이터 유성분검사성적서 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getInspctDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 낙농 분석용 데이터 유성분검사성적서 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,낙농 분석용 데이터 로봇착유기 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getMilkingDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 낙농 분석용 데이터 로봇착유기 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,낙농 분석용 데이터 ICT착유기 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getIctDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 낙농 분석용 데이터 ICT착유기 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,양돈 모돈 데이터 셋 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getSowDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 양돈 모돈 데이터 셋 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,양돈 포유모돈 급이 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getMoPigDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 양돈 포유모돈 급이 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,양계 일일생산 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getLayingDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 양계 일일생산 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,한우 EPD 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getCowDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 한우 EPD 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,한우 등급판정 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getShipmntDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 한우 등급판정 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,낙농 ICT착유기 군사급이기 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getIctMkFdDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 낙농 ICT착유기 군사급이기 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,낙농 로봇착유기 착유군사급이기 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getRoboMkFdDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 낙농 로봇착유기 착유군사급이기 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
축산 빅데이터 제공서비스,양돈 포유모돈 급이 번식 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/StockRestService/getMoPigFdBrdDataList/{serviceKey}/{startDate}/{endDate},한우/낙농/양돈/양계 수집데이터 - 양돈 포유모돈 급이 번식 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040303
혁신밸리 빅데이터 제공서비스,아이덴티티 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/InnovationValleyRestService/getIdentityDataList/{serviceKey},고흥/김제/밀양/상주 혁신밸리 실시간 수집데이터 - 아이덴티티 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040306
혁신밸리 빅데이터 제공서비스,작기 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/InnovationValleyRestService/getCroppingSeasonDataList/{serviceKey}/{fcltyId}/{userId},고흥/김제/밀양/상주 혁신밸리 실시간 수집데이터 - 작기 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040306
혁신밸리 빅데이터 제공서비스,환경 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/InnovationValleyRestService/getEnvDataList/{serviceKey}/{fcltyId}/{measDate},고흥/김제/밀양/상주 혁신밸리 실시간 수집데이터 - 환경 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040306
혁신밸리 빅데이터 제공서비스,생육 정보,http://www.smartfarmkorea.net/Agree_WS/webservices/InnovationValleyRestService/getExaminDataList/{serviceKey}/{crpsnSn},고흥/김제/밀양/상주 혁신밸리 실시간 수집데이터 - 생육 정보,https://www.smartfarmkorea.net/openApi/openApiList.do?menuId=M11040306
농업 R&D 모델 제공서비스,ADI,https://adi-api.camp.re.kr,기상 자료 기반 가뭄 위험도 예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,ARID,https://arid-api.camp.re.kr,날짜·장소·기상자료 기반 토양 수분 스트레스 지수 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,DSR,https://dsr-api.camp.re.kr,일사량 추정 모형 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,PET,https://pet-api.camp.re.kr,Penman 기반 작물 증발산량 추정 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,SIDG,https://sidg-api.camp.re.kr,흙토람 토양데이터 기반 토양정보 출력 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,SNFD,https://snfd-api.camp.re.kr,PH/EC/NO3/PO4/SO4 기반 토양 진단·처방 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,CERES-MAIZE API,https://ceres-maize-api.camp.re.kr,옥수수 생육 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,AquaCROP API,https://aquacrop-api.camp.re.kr,FAO AquaCrop 기반 작물 생육 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,Simple Crop API,https://simple-api.camp.re.kr,Simple 작물모형 기반 생육 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,APSIM,https://apsim-api.camp.re.kr,농업 생산·환경 영향 분석/예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,CERES-RICE API,https://ceres-rice-api.camp.re.kr,쌀 생육 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,CERES-RICEGLUE API,https://ceres-riceglue-api.camp.re.kr,쌀 품종모수 calibration 및 모의 결과 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,CERES-WHEAT API,https://ceres-wheat-api.camp.re.kr,밀 생육 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,EPIC,https://epic-api.camp.re.kr,농업생산성 예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,FZCSF,https://fzcsf-api.camp.re.kr,한지형 사료작물 기후적합도 지도 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,FZCSFT,https://fzcsft-api.camp.re.kr,한지형 과수 기후적합도 지도 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,FZFC,https://fzcsft-api.camp.re.kr,식량작물 기후적합도 지도 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,FZWSFT,https://fzwsft-api.camp.re.kr,난지형 과수 기후적합도 지도 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,FZWSF,https://fzwsf-api.camp.re.kr,난지형 사료작물 기후적합도 지도 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,LINTUL4,https://lintul4-api.camp.re.kr,LINTUL4 작물 생장 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,MONICA,https://monica-api.camp.re.kr,작물·온실가스·토양 유기물 변화 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,Onion-diameter,https://onion-diameter-api.camp.re.kr,양파 구직경 추정 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,PTU,https://ptu-api.camp.re.kr,작물 수량 예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,RICE,https://rice-api.camp.re.kr,oryza2000 기반 벼 수확량 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,SIMPLE Bulb,https://simplebulb-api.camp.re.kr,SIMPLE Bulb 품종모수 calibration API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,SUBSTOR-POTATO,https://substor-potato-api.camp.re.kr,감자 생육 모의 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,WOFOST,https://wofost-api.camp.re.kr,작물 수량 예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,WOFOSTGLUE,https://wofostglue-api.camp.re.kr,WOFOST 품종모수 calibration 및 모의 결과 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,YIN,https://yin-api.camp.re.kr,벼 개화시간 예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,YIN GLUE,https://yinglue-api.camp.re.kr,YIN 품종모수 calibration 및 모의 결과 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,딸기 온실 탄저병 API,https://anthracnose-api.camp.re.kr,딸기 탄저병 발생 위험 지수 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,잿빛곰팡이병 API,https://botrytis-api.camp.re.kr,딸기 잿빛곰팡이병 발생 위험 지수 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
농업 R&D 모델 제공서비스,비래해충 이동 예측(APD) API,https://apd-api.camp.re.kr,바람 이동 궤적 기반 비래해충 이동 예측 API,https://www.smartfarmkorea.net/rndModel/info.do?menuId=M11040307
